0,http://www.vingakershundklubb.se/metter.jpg
1,http://glyndwrwelshspringerspaniels.com/chloe
2,http://farm1.static.flickr.com/111/269697623_f5370b427b.jpg
3,http://www.k9host.co.uk/grafix/Breeds/SpanielWelshSpringer.jpg
4,http://www.petsplace.co.za/sDSC_441.jpg
5,http://www.spanielsport.hu/kepek/welsh_springer/welsh_springer_spaniel_3.jpg
6,http://farm1.static.flickr.com/72/161629166_81de413f26.jpg
7,http://www.showdogs.dk/images/welsh_bir_bim.jpg
8,http://www.webfotoclub.nl/omegadogssubweb/Welsh%20Springer%20Spaniels/thumbs/Welsh%20Springer%20Spaniel%20Myra%20.jpg
9,http://farm3.static.flickr.com/2307/2244601313_172feaac9e.jpg
10,http://farm1.static.flickr.com/77/161218154_e908cdd96c.jpg
11,http://farm3.static.flickr.com/2234/1967870508_f5f6234e05.jpg
12,http://farm3.static.flickr.com/2014/2173454466_30d3887e3a.jpg
13,http://static.flickr.com/139/326402975_63abf1c09c.jpg
14,http://farm1.static.flickr.com/183/470202802_86621cea78.jpg
15,http://www.breederretriever.com/photopost/data/746/thumbs/welsh_springer_spaniel.jpg
16,http://www.galaksi-cockergold.dk/images/BIR-Springer-stestrup-06.jpg
17,http://static.flickr.com/62/164503981_072636e2d2.jpg
18,http://www.serenityalpacas.com/wss/puppypix/tuckshow1.jpg
19,http://creaturecomforters.net/catalog/images/welshspringerspanielplanner.gif
20,http://www.dogchannel.com/images/articles/breed_profile_images/welsh_springer_spaniel_new.jpg
21,http://www.dogguide.net/images/breeds/welshspringerspaniel.jpg
22,http://farm1.static.flickr.com/211/460775253_602a3bfe43.jpg
23,http://farm1.static.flickr.com/134/326402954_6d11b8f45b.jpg
24,http://www.dog-dogs.com/images/BreedPics/Wdogs/welshspringerspaniel01.jpg
25,http://farm1.static.flickr.com/41/85153153_e910ce299e.jpg
26,http://farm2.static.flickr.com/1295/1265661673_5302cfeb09.jpg
27,http://www.spaniel-club.ch/images/stgallen07/BOB_Welsh_Springer_Sa_crop.jpg
28,http://static.flickr.com/1332/1013543203_5a5579bd81.jpg
29,http://farm1.static.flickr.com/182/427424506_f2b1df3a82.jpg
30,http://www.olivers-of-stardom.de/P4231522-222.jpg
31,http://www.arkasdogs.com/Chiens/groupe8/thumbnail/TN-motley.jpg
32,http://farm1.static.flickr.com/33/56026065_70047020fa.jpg
33,http://farm1.static.flickr.com/34/107121636_bbe625cdc3.jpg
34,http://www.apelt-design.de/shop/images/107welchspringerspaniel.jpg
35,http://puppylocator.com/uploads/images/1156896057Welsh-Springer-Spaniel.jpg
36,http://dl.dogomania.com/breeds/welsh_springer_spaniel.jpg
37,http://farm1.static.flickr.com/36/82614663_5318eb28e0.jpg
38,http://thumb15.webshots.net/t/59/159/2/78/99/2873278990030112775MRSFje_th.jpg
39,http://media.chiens-de-france.com/chiens/t_chien_03/e7olin016f.jpg
40,http://static.flickr.com/37/111533300_87bfa4c0ba.jpg
41,http://farm1.static.flickr.com/44/161217952_1afb82ef60.jpg
42,http://www.kennels.co.uk/images/G.Brittany.jpg
43,http://www.dkimages.com/discover/previews/796/90004964.JPG
44,http://www.schobuell-wetter.de/xeno.jpg
45,http://www.freewebs.com/christlike/5th%20show%20photo.JPG
46,http://www.starstore.com/acatalog/WELSH-SP-SPAN-FC2007.jpg
47,http://static.flickr.com/173/432518975_7b29561265.jpg
48,http://kickie.tripod.com/abskgroupshow/thumbnails/400x300/BIRBIMWELSH4117w.jpg
49,http://farm1.static.flickr.com/113/256760549_14279b7145.jpg
50,http://www.petsathome.com/content/ebiz/petsathome/page/dogsbreedhistory/img_welshspringerspaniel.gif
51,http://www.wildpromotie.nl/Jagerslatijn/pics/engspringerspaniel6.jpg
52,http://www.sidyboysfoolin.com/WELSHSPRINGERSPANIEL1.jpg
53,http://farm1.static.flickr.com/187/427423401_0053b37049.jpg
54,http://www.junglewalk.com/animal-pictures/638/Welsh-springer-spaniel-6999.jpg
55,http://www.kchls.cz/galerie/images/wss_dar_od_jasluvky_1.jpg
56,http://www.spanielsport.hu/welsh_springer.jpg
57,http://static.flickr.com/49/161217622_057961c02a.jpg
58,http://www.olivers-of-stardom.de/Welsh-Welpen3.jpg
59,http://www.kchls.cz/galerie/images/wss_amor_od_rychnova.jpg
60,http://farm1.static.flickr.com/142/326402956_8836e07077.jpg
61,http://static.flickr.com/157/349282191_e36fc85c7a.jpg
62,http://www.welshie.com/2springers/4.jpg
63,http://www.hsv-seetal.ch/images/Hunde/hunde_48.jpg
64,http://farm1.static.flickr.com/122/289701091_c4407a87fd.jpg
65,http://farm1.static.flickr.com/141/399189042_d77aa19470.jpg
66,http://static.flickr.com/81/256760537_073aa90831.jpg
67,http://www.wssca.com/images/americanSpaniel/candid08.jpg
68,http://farm3.static.flickr.com/2122/2134540470_163e282f73.jpg
69,http://www.spaniels.org/raser/foto/welsh.jpg
70,http://www.pupcity.com/images/adpics/2005201230704.jpg
71,http://www.k-9bathtime.com/files/Springer_Span.jpg
72,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/English_Springer_Spaniel.jpg/90px-English_Springer_Spaniel.jpg
73,http://static.flickr.com/91/232602800_48c6b045a7.jpg
74,http://www.hondenras.com/encyclopedie/W/Welsh_Springer_Spaniel/foto.jpg
75,http://www.sidyboysfoolin.com/WELSHSPRINGERSPANIEL3.jpg
76,http://www.the-dogschool.de/mediac/400_0/media/Basco_Frosch.JPG
77,http://static.flickr.com/2201/1967870630_b6e641f0a4.jpg
78,http://farm1.static.flickr.com/154/422629448_93fbc3b98e.jpg
79,http://www.dkimages.com/discover/previews/794/40022840.JPG
80,http://spanieljournal.com/images/lbwelsh2.JPG
81,http://www.elisanet.fi/finnhill/images/stefutouk.JPG
82,http://farm1.static.flickr.com/117/289700503_44f9486122.jpg
83,http://www.5stardog.com/gallery/images/Welsh%20Springer%20Spaniel/1963623405654.JPG
84,http://farm1.static.flickr.com/52/161217893_ffb0ffad46.jpg
85,http://static.flickr.com/37/93499176_ce4af13f72.jpg
86,http://www.chovatelka.cz/chovatelka/images/4/3/2100.jpg
87,http://members.chello.nl/l.kornet/index.html/xinta.jpg
88,http://farm1.static.flickr.com/176/470202034_d35bc9a124.jpg
89,http://farm1.static.flickr.com/25/56040636_02cad8dc36.jpg
90,http://www.klassfoder.se/images/hammal2.jpg
91,http://static.flickr.com/86/232233976_358cadc209.jpg
92,http://www.dogchannel.com/images/articles/breed_profile_images/welsh_spring_spaniel_80x80.jpg
93,http://www.sidyboysfoolin.com/WELSHSPRINGERSPANIEL2.jpg
94,http://www.gundogdoc.com/images/photogallery/othersdogsforweb/buster1.jpg
95,http://www.donna-evilda.com/bilder/dagbok/donna%20i%20brevik.JPG
96,http://static.flickr.com/167/390445198_50bed429be.jpg
97,http://farm2.static.flickr.com/1269/539695364_c371dc6a5b.jpg
