0,http://www.riversinletresort.com/trophy%20chinook%20salmon%20gallery%20rivers%20inlet%20resort%202001%20season/images/Rivers%20Inlet%20Chinook%20salmon35.jpg
1,http://www.thebestlinks.com/images/thumb/2/24/250px-Chinook_Salmon.jpeg
2,http://farm4.static.flickr.com/3227/2719849800_a41089cd8f.jpg
3,http://www.carpecarpio.com/DSchmidt21lbKingSalmon06.jpg
4,http://farm2.static.flickr.com/1366/977016090_3109c84764.jpg
5,http://farm2.static.flickr.com/1183/678085432_7d7f9ec08c.jpg
6,http://static.flickr.com/79/273657342_8c1d79d5d3.jpg
7,http://static.flickr.com/3174/2789843772_d8f18c3c86.jpg
8,http://static.flickr.com/2035/1580370485_dab7549bfe.jpg
9,http://farm2.static.flickr.com/1423/840599535_25ab744dcd.jpg
10,http://www.gamefishin.com/wa/guides/mystical/King%20Salmon.jpg
11,http://static.flickr.com/74/172626570_5540ae19a0.jpg
12,http://farm3.static.flickr.com/2377/2220578493_22614b721a.jpg
13,http://niagarariverguides.com/sys-tmpl/nss-folder/pictures/lake%20king.gif
14,http://www.hoodoofishing.com/images/lodge_010-fish_species.jpg
15,http://farm3.static.flickr.com/2390/2406267758_4b6207afd0.jpg
16,http://www.alaskafishandlodge.com/images/chinook2.jpg
17,http://www.andersencharters.com/images/lakemichigan-salmon_04.jpg
18,http://www.alaskakings.com/Fishing/100_1831.JPG
19,http://www.aosalaska.com/king15.jpg
20,http://www.thejump.net/id/more-fish/king-salmon.jpg
21,http://static.flickr.com/3020/2815042825_88df75879d.jpg
22,http://www.fish4salmon.com/reports/images/alaska_salmon_fishing_2006.jpg
23,http://www.alaskafishingandlodging.com/silver_salmon/photos/silver_salmon_004.jpg
24,http://www.riversinletresort.com/trophy%20chinook%20salmon%20gallery%20rivers%20inlet%20resort%202001%20season/images/Rivers%20Inlet%20Chinook%20salmon49.jpg
25,http://www.goldcountrysportfishing.com/images/05-11-06%20Ron%20Roberson%205-1%20King%20Salmon%20Don%20Pedro.jpg
26,http://www.southern-oregon-fishing.net/images/Fishing-06/15%20Chinook%20Salmon%20fishing.jpg
27,http://farm2.static.flickr.com/1151/963782593_3fe5562738.jpg
28,http://www.riversinletresort.com/trophy%20chinook%20salmon%20gallery%20rivers%20inlet%20resort%202001%20season/images/Rivers%20Inlet%20Chinook%20salmon38.jpg
29,http://www.fecalface.com/content/upload/2007/05/how_to_be_an_alaskan_fisherman/6-11larry-with-king-salmon.jpg
30,"http://69.90.174.251/photos/display_pic_with_logo/10382/10382,1188847887,1.jpg"
31,http://www.earthjustice.org/assets/subject/wildlife/Chinook_Kill_V_small.jpg
32,http://farm4.static.flickr.com/3162/2750434120_ed407fdcc2.jpg
33,http://farm4.static.flickr.com/3042/2721279917_5ac185d757_o.jpg
34,http://farm3.static.flickr.com/2361/1850288744_cb4bed8a98.jpg
35,http://www.southern-oregon-fishing.net/images/Fishing-06/18%20Chinook%20Salmon%20fishing_small.jpg
36,http://static.flickr.com/1014/1211184590_b039e783dc.jpg
37,http://farm2.static.flickr.com/1115/1429066007_de88dfdfbb.jpg
38,http://www.fish-vancouver-island.com/dad%20kim%20salmon.JPG
39,http://reelobsession.ca/gallery/d/274-2/Jim+hides+behind+his+40lb+Chinook+Salmon+taken+off+Vancouver.jpg
40,http://www.keatingfineart.com/images/dksalmon2.JPG
41,http://static.flickr.com/94/245729334_9483c4d64b.jpg
42,http://www.sportfishermen.com/board/attachments/f218/55465d1213635789-tracey-kitimat-chinook-june-15_08-800x600.jpg
43,http://static.flickr.com/2055/1705043922_80354c39fe.jpg
44,http://www.kahunahogs.com/images/big-alaska-king-salmon1.jpg
45,http://www.bookingnwguides.com/fishing/columbia-river-salmon-photo2.jpg
46,http://bp2.blogger.com/_C3xzFJBB92M/Rq7NEPDKlUI/AAAAAAAAAXM/J_tbZujINRo/s400/king_salmon2.jpg
47,http://farm2.static.flickr.com/1065/883243646_639e8039d8.jpg
48,http://farm4.static.flickr.com/3047/3000957010_85b58334df.jpg
49,http://cdn.news.aol.com/aolnews_photos/0f/00/20060719143609990006
50,http://farm4.static.flickr.com/3059/3072900842_f2b2bf4374.jpg
51,http://farm2.static.flickr.com/1300/1109633893_8b32a80ad2.jpg
52,http://66.154.152.16/albums/album07/Bob_Reiter_King_Salmon_Oyehut_CRPA_Naknek.jpg
53,http://farm2.static.flickr.com/1422/701998613_3df25ad463.jpg
54,http://www.alaskasport.com/images/FishPics/LukeKing.jpg
55,http://www.basye.com/BiteMe.jpg
56,http://static.flickr.com/1058/529270409_4f93cb2833.jpg
57,http://www.lakemarie.com/Sight%20fishing%20Kings/Two%20chrome%20kings%20.JPG
58,http://image60.webshots.com/60/8/54/69/399585469TgFDTM_ph.jpg
59,http://duneviewenterprises.com/images/King%20Salmon%20081505%20Web.JPG
60,http://www.lakemarie.com/King%20Salmon/Patrick's%20First%20King%202.jpg
61,http://farm2.static.flickr.com/1122/1162177424_d8267c97c2.jpg
62,http://www.michiganstreamside.com/august23_lake_salmon.jpg
63,http://www.great-lakes.org/charters/graphics/King-Salmon-3.jpg
64,http://www.alaskanfishingadventures.com/salmon11.jpg
65,http://www.pristineventures.com/uploads/king_salmon_on_the_kenai_river.jpg
66,http://farm3.static.flickr.com/2418/2097241302_f27de20e97.jpg
67,http://www.alaska-salmon-fishing-king.com/DSCF0699a.JPG
68,http://farm4.static.flickr.com/3078/2858494796_f0bc9f6982.jpg
69,http://www.alaskaskenaipeninsulafishing.com/AGNEWS_ALASKA_203_op_450x600.jpg
70,http://farm1.static.flickr.com/162/361908772_b5dde29293.jpg
71,http://farm2.static.flickr.com/1019/1057902219_d979af1b90.jpg
72,http://www.sparechangecharters.com/images/salmon.jpg
73,http://www.scottysfish.com/images/main_pg/boat_man_salmon.jpg
74,http://www.gregsfishtaxidermy.com/images/fish/Coldwater/summer%20king%20salmon.jpg
75,http://farm4.static.flickr.com/3070/2802244967_e8e4dcaac4.jpg
76,http://static.flickr.com/2041/1690102262_29c553260a.jpg
77,http://www.fishingsalmon.org/im/chav.jpg
